name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"xi_pr[4]",0.0411652,0.00301116,0.952212,-1.53714,0.0478637,1.59444,100000,37.0541,0.99999
"xi_pr[5]",-0.0897614,0.00300544,0.950403,-1.65354,-0.0909456,1.47406,100000,37.0541,0.999996
"xi_pr[6]",-0.0762564,0.00299658,0.947603,-1.62966,-0.0769831,1.49092,100000,37.0541,0.999991
"xi_pr[7]",0.167895,0.00303536,0.959866,-1.42483,0.17706,1.72039,100000,37.0541,0.999991
"xi_pr[8]",-0.221834,0.00300753,0.951064,-1.78162,-0.229512,1.34696,100000,37.0541,0.999997
"xi_pr[9]",0.0588973,0.00303938,0.961137,-1.52807,0.0653556,1.62732,100000,37.0541,0.99999
"xi_pr[10]",-0.358207,0.00304937,0.964297,-1.92821,-0.368001,1.24845,100000,37.0541,0.99999
"ep_pr[1]",-0.480525,0.00276781,0.875258,-1.88321,-0.500674,1.00309,100000,37.0541,0.999999
"ep_pr[2]",-0.00563192,0.00299287,0.946427,-1.54892,-0.0118284,1.55395,100000,37.0541,1
"ep_pr[3]",-0.2114,0.00288856,0.913444,-1.69998,-0.219475,1.30359,100000,37.0541,0.999997
"ep_pr[4]",0.212509,0.00297187,0.939787,-1.34882,0.220902,1.74446,100000,37.0541,0.999991
"ep_pr[5]",0.204837,0.00297556,0.940956,-1.36053,0.210902,1.74447,100000,37.0541,0.999994
"ep_pr[6]",-0.308545,0.0028198,0.891698,-1.74212,-0.325948,1.19057,100000,37.0541,0.999991
"ep_pr[7]",-0.00187447,0.00310866,0.983044,-1.61772,0.000299562,1.61277,100000,37.0541,0.999995
"ep_pr[8]",0.534778,0.00294987,0.93283,-1.03504,0.553825,2.03202,100000,37.0541,1
"ep_pr[9]",-0.220191,0.00295431,0.934234,-1.74077,-0.225157,1.33471,100000,37.0541,0.999994
"ep_pr[10]",0.236912,0.00281054,0.88877,-1.23509,0.244445,1.68719,100000,37.0541,0.999994
"b_pr[1]",0.570435,0.00266223,0.841872,-0.843229,0.586719,1.92175,100000,37.0541,0.999998
"b_pr[2]",0.128226,0.0026456,0.836613,-1.24251,0.128806,1.49936,100000,37.0541,0.999994
"b_pr[3]",-0.507497,0.00262963,0.831561,-1.84461,-0.523177,0.890899,100000,37.0541,0.99999
"b_pr[4]",-0.736426,0.00270051,0.853975,-2.09719,-0.762118,0.721527,100000,37.0541,0.999992
